Station Name,Measurement Timestamp,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,Measurement Timestamp Label,Measurement ID
Foster Weather Station,11/13/2017 10:00:00 PM,4,,72,,0,,,217,2.4,2.5,1006.1,0,,15.2,11/13/2017 10:00 PM,FosterWeatherStation201711132200
Oak Street Weather Station,11/13/2017 10:00:00 PM,5.5,3.5,73,0,0,8.1,0,288,2.2,4.8,1007.2,0,2,12,11/13/2017 10:00 PM,OakStreetWeatherStation201711132200
63rd Street Weather Station,11/13/2017 11:00:00 PM,3.6,2.5,83,0,0,34.4,0,224,1.5,3.4,1006.5,4,354,11.8,11/13/2017 11:00 PM,63rdStreetWeatherStation201711132300
Foster Weather Station,11/13/2017 11:00:00 PM,3.67,,73,,0,,,219,2.3,2.6,1005.8,0,,15.1,11/13/2017 11:00 PM,FosterWeatherStation201711132300
Oak Street Weather Station,11/13/2017 11:00:00 PM,5.4,3.4,73,0,0,8.1,0,299,1,2.4,1006.7,0,2,12,11/13/2017 11:00 PM,OakStreetWeatherStation201711132300
63rd Street Weather Station,11/14/2017 12:00:00 AM,3.5,2.5,84,0,0,34.4,0,207,1.8,3.4,1006,4,354,11.9,11/14/2017 12:00 AM,63rdStreetWeatherStation201711142400
Foster Weather Station,11/14/2017 12:00:00 AM,3.39,,74,,0,,,184,1.7,2,1005.1,0,,15.2,11/14/2017 12:00 AM,FosterWeatherStation201711142400
Oak Street Weather Station,11/14/2017 12:00:00 AM,5.3,3.5,74,0,0,8.1,0,0,1,1.8,1006.4,1,2,12,11/14/2017 12:00 AM,OakStreetWeatherStation201711142400
63rd Street Weather Station,11/14/2017 01:00:00 AM,3.3,2.4,86,0,0,34.4,0,195,2.3,3.4,1005.3,4,354,11.9,11/14/2017 1:00 AM,63rdStreetWeatherStation201711140100
Foster Weather Station,11/14/2017 01:00:00 AM,3.56,,74,,0,,,194,4.2,4.9,1004.4,0,,15.2,11/14/2017 1:00 AM,FosterWeatherStation201711140100
Oak Street Weather Station,11/14/2017 01:00:00 AM,5.2,3.4,75,0,0,8.1,0,20,0.9,2.9,1005.6,1,2,12,11/14/2017 1:00 AM,OakStreetWeatherStation201711140100
63rd Street Weather Station,11/14/2017 02:00:00 AM,2.8,2,88,0,0,34.4,0,202,1.7,3.2,1005.3,4,354,11.9,11/14/2017 2:00 AM,63rdStreetWeatherStation201711140200
Foster Weather Station,11/14/2017 02:00:00 AM,3.17,,76,,0,,,173,1.9,2.3,1004.4,0,,15.2,11/14/2017 2:00 AM,FosterWeatherStation201711140200
Oak Street Weather Station,11/14/2017 02:00:00 AM,5.1,3.3,76,0,0,8.1,0,115,1.4,2.5,1005.6,0,3,12,11/14/2017 2:00 AM,OakStreetWeatherStation201711140200
63rd Street Weather Station,11/14/2017 03:00:00 AM,2.7,2,89,0,0,34.4,0,204,2.2,3.5,1004.8,4,354,11.8,11/14/2017 3:00 AM,63rdStreetWeatherStation201711140300
Foster Weather Station,11/14/2017 03:00:00 AM,3,,76,,0,,,186,1.1,1.3,1004.1,0,,14.8,11/14/2017 3:00 AM,FosterWeatherStation201711140300
Oak Street Weather Station,11/14/2017 03:00:00 AM,5.1,3.3,75,0,0,8.1,0,266,0.6,1,1005.2,0,2,12.1,11/14/2017 3:00 AM,OakStreetWeatherStation201711140300
63rd Street Weather Station,11/14/2017 04:00:00 AM,2.3,1.6,89,0,0,34.4,0,200,2.5,5.6,1004.7,4,354,11.9,11/14/2017 4:00 AM,63rdStreetWeatherStation201711140400
Foster Weather Station,11/14/2017 04:00:00 AM,3.17,,76,,0,,,206,2.1,2.5,1004.1,0,,15.2,11/14/2017 4:00 AM,FosterWeatherStation201711140400
Oak Street Weather Station,11/14/2017 04:00:00 AM,5,3.3,75,0,0,8.1,0,182,0.9,2.4,1005,0,2,12.1,11/14/2017 4:00 AM,OakStreetWeatherStation201711140400
63rd Street Weather Station,11/14/2017 05:00:00 AM,2.1,1.5,90,0,0,34.4,0,202,2.3,4.5,1004.9,4,354,11.9,11/14/2017 5:00 AM,63rdStreetWeatherStation201711140500
Foster Weather Station,11/14/2017 05:00:00 AM,2.89,,76,,0,,,209,2.5,2.6,1004.1,0,,15.2,11/14/2017 5:00 AM,FosterWeatherStation201711140500
Oak Street Weather Station,11/14/2017 05:00:00 AM,5,3.3,76,0,0,8.1,0,132,1.3,2.7,1005.1,0,2,12.1,11/14/2017 5:00 AM,OakStreetWeatherStation201711140500
63rd Street Weather Station,11/14/2017 06:00:00 AM,2.2,1.5,89,0,0,34.4,0,209,3.9,6.9,1004.6,4,354,11.8,11/14/2017 6:00 AM,63rdStreetWeatherStation201711140600
Foster Weather Station,11/14/2017 06:00:00 AM,2.78,,76,,0,,,170,3.7,4.2,1003.7,0,,15.2,11/14/2017 6:00 AM,FosterWeatherStation201711140600
Oak Street Weather Station,11/14/2017 06:00:00 AM,4.7,3,76,0,0,8.1,0,0,0.6,1.2,1004.9,0,2,11.9,11/14/2017 6:00 AM,OakStreetWeatherStation201711140600
63rd Street Weather Station,11/14/2017 09:00:00 AM,5.1,3.4,76,0,0,34.4,0,204,4.7,7.5,1004.3,244,354,11.9,11/14/2017 9:00 AM,63rdStreetWeatherStation201711140900
Foster Weather Station,11/14/2017 09:00:00 AM,5.06,,65,,0,,,189,5.8,6.7,1003.4,0,,15.2,11/14/2017 9:00 AM,FosterWeatherStation201711140900
Oak Street Weather Station,11/14/2017 09:00:00 AM,6.7,4.2,68,0,0,8.1,0,38,1.1,1.7,1004.7,221,3,12.1,11/14/2017 9:00 AM,OakStreetWeatherStation201711140900
63rd Street Weather Station,11/14/2017 10:00:00 AM,6.5,4.5,72,0,0,34.4,0,202,5.8,8.7,1003.3,392,354,11.9,11/14/2017 10:00 AM,63rdStreetWeatherStation201711141000
Foster Weather Station,11/14/2017 10:00:00 AM,6.28,,62,,0,,,147,2.7,4,1002.7,0,,15.1,11/14/2017 10:00 AM,FosterWeatherStation201711141000
Oak Street Weather Station,11/14/2017 10:00:00 AM,7.9,5,64,0,0,8.1,0,258,2.5,5.4,1003.9,371,3,11.9,11/14/2017 10:00 AM,OakStreetWeatherStation201711141000
63rd Street Weather Station,11/14/2017 11:00:00 AM,8,5.4,68,0,0,34.4,0,197,3.7,5.9,1002.5,440,354,11.9,11/14/2017 11:00 AM,63rdStreetWeatherStation201711141100
Foster Weather Station,11/14/2017 11:00:00 AM,7.56,,58,,0,,,150,2.6,3.7,1001.7,0,,15.1,11/14/2017 11:00 AM,FosterWeatherStation201711141100
Oak Street Weather Station,11/14/2017 11:00:00 AM,8.7,5.5,61,0,0,8.1,0,177,1.8,4.5,1002.7,209,3,12.1,11/14/2017 11:00 AM,OakStreetWeatherStation201711141100
63rd Street Weather Station,11/14/2017 12:00:00 PM,8.4,5.5,65,0,0,34.4,0,193,5.8,8.8,1001,227,353,11.9,11/14/2017 12:00 PM,63rdStreetWeatherStation201711141200
Foster Weather Station,11/14/2017 12:00:00 PM,8.06,,55,,0,,,176,3,3.4,1000.3,0,,15.1,11/14/2017 12:00 PM,FosterWeatherStation201711141200
Oak Street Weather Station,11/14/2017 12:00:00 PM,9.1,5.6,59,0,0,8.1,0,57,1.8,4.1,1001.3,227,3,12.1,11/14/2017 12:00 PM,OakStreetWeatherStation201711141200
63rd Street Weather Station,11/14/2017 01:00:00 PM,9.2,6.1,64,0,0,34.4,0,197,5,6.6,1000.3,149,354,11.9,11/14/2017 1:00 PM,63rdStreetWeatherStation201711141300
Foster Weather Station,11/14/2017 01:00:00 PM,8.56,,54,,0,,,209,4.1,4.7,999.7,0,,15.1,11/14/2017 1:00 PM,FosterWeatherStation201711141300
Oak Street Weather Station,11/14/2017 01:00:00 PM,9.3,5.9,60,0,0,8.1,0,86,1.7,3.4,1000.6,118,3,12.1,11/14/2017 1:00 PM,OakStreetWeatherStation201711141300
63rd Street Weather Station,11/14/2017 02:00:00 PM,9.7,6.4,62,0,0,34.4,0,196,4.7,6.8,999.4,73,354,11.9,11/14/2017 2:00 PM,63rdStreetWeatherStation201711141400
Foster Weather Station,11/14/2017 02:00:00 PM,9,,53,,0,,,162,3.3,4.2,998.6,0,,15.1,11/14/2017 2:00 PM,FosterWeatherStation201711141400
Oak Street Weather Station,11/14/2017 02:00:00 PM,9.9,6.3,58,0,0,8.1,0,102,2.3,3.4,999.6,96,3,12,11/14/2017 2:00 PM,OakStreetWeatherStation201711141400
63rd Street Weather Station,11/14/2017 03:00:00 PM,9.9,6.5,61,0,0,34.4,0,196,3.4,5.6,999,55,354,11.9,11/14/2017 3:00 PM,63rdStreetWeatherStation201711141500
Foster Weather Station,11/14/2017 03:00:00 PM,9.39,,53,,0,,,221,2.7,3.8,998.3,0,,15.1,11/14/2017 3:00 PM,FosterWeatherStation201711141500
Oak Street Weather Station,11/14/2017 03:00:00 PM,10.3,6.5,58,0,0,8.1,0,357,1.2,3.1,999.3,66,3,12.1,11/14/2017 3:00 PM,OakStreetWeatherStation201711141500
63rd Street Weather Station,11/14/2017 04:00:00 PM,9.9,6.7,63,0,0,34.4,0,193,3.4,5.4,998.4,14,354,11.9,11/14/2017 4:00 PM,63rdStreetWeatherStation201711141600
Foster Weather Station,11/14/2017 04:00:00 PM,9.28,,54,,0,,,181,2.2,2.6,997.6,0,,15.1,11/14/2017 4:00 PM,FosterWeatherStation201711141600
Oak Street Weather Station,11/14/2017 04:00:00 PM,10.3,6.7,59,0,0,8.1,0,65,1.7,3.1,998.6,9,3,12.1,11/14/2017 4:00 PM,OakStreetWeatherStation201711141600
63rd Street Weather Station,11/14/2017 05:00:00 PM,9.8,6.6,64,0,0,34.4,0,195,4.9,7.4,997.9,3,354,11.9,11/14/2017 5:00 PM,63rdStreetWeatherStation201711141700
Foster Weather Station,11/14/2017 05:00:00 PM,9.06,,57,,0,,,212,5.4,6,997,0,,15.1,11/14/2017 5:00 PM,FosterWeatherStation201711141700
Oak Street Weather Station,11/14/2017 05:00:00 PM,10.4,6.8,60,0,0,8.1,0,114,3.4,4.9,998.2,0,3,12.1,11/14/2017 5:00 PM,OakStreetWeatherStation201711141700
63rd Street Weather Station,11/14/2017 06:00:00 PM,9.4,6.5,66,0,0,34.4,0,173,2.2,4.2,997.5,3,355,11.8,11/14/2017 6:00 PM,63rdStreetWeatherStation201711141800
Foster Weather Station,11/14/2017 06:00:00 PM,9,,59,,0,,,155,2.8,3.4,996.6,0,,15.1,11/14/2017 6:00 PM,FosterWeatherStation201711141800
Oak Street Weather Station,11/14/2017 06:00:00 PM,10.2,6.7,61,0,0,8.1,0,134,2.6,5.8,997.6,0,3,12.1,11/14/2017 6:00 PM,OakStreetWeatherStation201711141800
63rd Street Weather Station,11/14/2017 07:00:00 PM,9.4,6.5,67,0,0,34.4,0,184,2.5,5.5,997.2,3,354,11.9,11/14/2017 7:00 PM,63rdStreetWeatherStation201711141900
Foster Weather Station,11/14/2017 07:00:00 PM,8.5,,64,,0,,,135,4.6,5.1,996.3,0,,15.1,11/14/2017 7:00 PM,FosterWeatherStation201711141900
Oak Street Weather Station,11/14/2017 07:00:00 PM,9.9,6.7,63,0,0,8.1,0,112,2,3.2,997.5,0,3,12.1,11/14/2017 7:00 PM,OakStreetWeatherStation201711141900
63rd Street Weather Station,11/14/2017 08:00:00 PM,9.4,6.4,66,0,0,34.4,0,180,3.4,5.3,996.2,3,354,11.9,11/14/2017 8:00 PM,63rdStreetWeatherStation201711142000
Foster Weather Station,11/14/2017 08:00:00 PM,9.17,,57,,0,,,144,3.8,4.4,995.6,0,,15.1,11/14/2017 8:00 PM,FosterWeatherStation201711142000
Oak Street Weather Station,11/14/2017 08:00:00 PM,10.2,6.7,61,0,0,8.1,0,101,2.6,3.3,996.4,0,3,12,11/14/2017 8:00 PM,OakStreetWeatherStation201711142000
63rd Street Weather Station,11/14/2017 09:00:00 PM,9.4,6.4,65,0,0,34.4,0,183,4.6,6.1,995.9,3,354,11.9,11/14/2017 9:00 PM,63rdStreetWeatherStation201711142100
Foster Weather Station,11/14/2017 09:00:00 PM,9.06,,56,,0,,,131,5,6,994.9,0,,15.1,11/14/2017 9:00 PM,FosterWeatherStation201711142100
Oak Street Weather Station,11/14/2017 09:00:00 PM,10.3,6.7,60,0,0,8.1,0,223,1.9,4.9,996.2,0,3,12.1,11/14/2017 9:00 PM,OakStreetWeatherStation201711142100
63rd Street Weather Station,11/14/2017 10:00:00 PM,9.3,6.2,64,0,0,34.4,0,197,5.5,8.1,995.4,3,354,11.9,11/14/2017 10:00 PM,63rdStreetWeatherStation201711142200
Foster Weather Station,11/14/2017 10:00:00 PM,9.06,,56,,0,,,182,6.1,6.8,994.6,0,,15.1,11/14/2017 10:00 PM,FosterWeatherStation201711142200
Oak Street Weather Station,11/14/2017 10:00:00 PM,9.9,6.3,60,0,0,8.1,0,82,1.3,3,995.7,0,3,12.1,11/14/2017 10:00 PM,OakStreetWeatherStation201711142200
63rd Street Weather Station,11/14/2017 11:00:00 PM,9.3,6.3,65,0,0,34.4,0,200,4.5,7.9,995.1,3,354,11.9,11/14/2017 11:00 PM,63rdStreetWeatherStation201711142300
Foster Weather Station,11/14/2017 11:00:00 PM,9.17,,55,,0,,,201,2.2,3,994.2,0,,15.1,11/14/2017 11:00 PM,FosterWeatherStation201711142300
Oak Street Weather Station,11/14/2017 11:00:00 PM,10,6.4,59,0,0,8.1,0,71,1.5,3.3,995.3,0,4,12,11/14/2017 11:00 PM,OakStreetWeatherStation201711142300
63rd Street Weather Station,11/15/2017 12:00:00 AM,9.3,6.3,65,0,0,34.4,0,200,3.5,6.7,994.7,3,354,11.9,11/15/2017 12:00 AM,63rdStreetWeatherStation201711152400
Foster Weather Station,11/15/2017 12:00:00 AM,9.28,,55,,0,,,187,3.4,4.5,993.9,0,,15.1,11/15/2017 12:00 AM,FosterWeatherStation201711152400
Oak Street Weather Station,11/15/2017 12:00:00 AM,10.3,6.5,58,0,0,8.1,0,237,1.6,3.5,994.8,0,3,12.1,11/15/2017 12:00 AM,OakStreetWeatherStation201711152400
63rd Street Weather Station,11/15/2017 01:00:00 AM,9.3,6.3,65,0,0,34.4,0,203,5.2,8.9,993.7,3,354,11.8,11/15/2017 1:00 AM,63rdStreetWeatherStation201711150100
Foster Weather Station,11/15/2017 01:00:00 AM,9.28,,55,,0,,,185,4.2,4.9,992.9,0,,15.1,11/15/2017 1:00 AM,FosterWeatherStation201711150100
Oak Street Weather Station,11/15/2017 01:00:00 AM,10,6.4,59,0,0,8.1,0,37,0.8,3.2,994,0,3,12,11/15/2017 1:00 AM,OakStreetWeatherStation201711150100
63rd Street Weather Station,11/15/2017 02:00:00 AM,9.4,6.4,65,0,0,34.4,0,207,6.7,11.5,993.3,3,354,11.9,11/15/2017 2:00 AM,63rdStreetWeatherStation201711150200
Foster Weather Station,11/15/2017 02:00:00 AM,9.28,,56,,0,,,211,5,5.5,992.6,0,,15.1,11/15/2017 2:00 AM,FosterWeatherStation201711150200
Oak Street Weather Station,11/15/2017 02:00:00 AM,10.2,6.6,60,0,0,8.1,0,349,1,2.3,993.7,0,3,12.1,11/15/2017 2:00 AM,OakStreetWeatherStation201711150200
63rd Street Weather Station,11/15/2017 03:00:00 AM,9,6.3,68,0,0,34.4,0,205,3.4,7.4,992.2,3,354,11.9,11/15/2017 3:00 AM,63rdStreetWeatherStation201711150300
Foster Weather Station,11/15/2017 03:00:00 AM,9,,58,,0,,,189,5.4,7.1,991.2,0,,15.1,11/15/2017 3:00 AM,FosterWeatherStation201711150300
Oak Street Weather Station,11/15/2017 03:00:00 AM,10,6.6,61,0,0,8.1,0,294,1,2.2,992.5,0,3,12,11/15/2017 3:00 AM,OakStreetWeatherStation201711150300
63rd Street Weather Station,11/15/2017 04:00:00 AM,8.9,6.3,69,0,0,34.4,0,195,4.4,8.1,991,3,354,11.9,11/15/2017 4:00 AM,63rdStreetWeatherStation201711150400
Foster Weather Station,11/15/2017 04:00:00 AM,8.89,,59,,0,,,199,7.5,8,989.8,0,,15.1,11/15/2017 4:00 AM,FosterWeatherStation201711150400
Oak Street Weather Station,11/15/2017 04:00:00 AM,10,6.7,62,0,0,8.1,0,243,2.3,4.5,991.2,0,3,12.1,11/15/2017 4:00 AM,OakStreetWeatherStation201711150400
63rd Street Weather Station,11/15/2017 05:00:00 AM,8.1,6.4,79,0,2.6,37,0,200,5.1,9.5,990,3,354,11.8,11/15/2017 5:00 AM,63rdStreetWeatherStation201711150500
Foster Weather Station,11/15/2017 05:00:00 AM,8.39,,64,,0,,,198,6.3,7.2,988.8,0,,15.1,11/15/2017 5:00 AM,FosterWeatherStation201711150500
Oak Street Weather Station,11/15/2017 05:00:00 AM,9.6,6.8,67,0,0,8.1,0,241,4.1,6.7,990,0,3,12,11/15/2017 5:00 AM,OakStreetWeatherStation201711150500
63rd Street Weather Station,11/15/2017 06:00:00 AM,8.1,6.4,79,0,2.6,37,0,200,5.1,9.5,990,3,354,11.9,11/15/2017 6:00 AM,63rdStreetWeatherStation201711150600
Foster Weather Station,11/15/2017 06:00:00 AM,7.28,,76,,0,,,196,7.4,8.1,988.5,0,,15.1,11/15/2017 6:00 AM,FosterWeatherStation201711150600
Oak Street Weather Station,11/15/2017 06:00:00 AM,8.1,6.6,82,0,3.3,11.4,60,67,1.3,3.8,989.4,0,3,12,11/15/2017 6:00 AM,OakStreetWeatherStation201711150600
63rd Street Weather Station,11/15/2017 07:00:00 AM,8.1,6.4,79,0,2.6,37,0,200,5.1,9.5,990,6,354,11.9,11/15/2017 7:00 AM,63rdStreetWeatherStation201711150700
Foster Weather Station,11/15/2017 07:00:00 AM,6.67,,82,,0,,,196,6,6.7,988.1,0,,15.1,11/15/2017 7:00 AM,FosterWeatherStation201711150700
Oak Street Weather Station,11/15/2017 07:00:00 AM,8.1,6.6,82,0,3.3,11.4,60,67,1.3,3.8,989.4,2,3,12.1,11/15/2017 7:00 AM,OakStreetWeatherStation201711150700
63rd Street Weather Station,11/15/2017 08:00:00 AM,6.6,6.5,98,0,4.4,4.4,0,215,4.8,9.3,988.4,12,354,11.9,11/15/2017 8:00 AM,63rdStreetWeatherStation201711150800
Foster Weather Station,11/15/2017 08:00:00 AM,6.78,,84,,0,,,206,3.6,3.9,987.5,0,,15.1,11/15/2017 8:00 AM,FosterWeatherStation201711150800
Oak Street Weather Station,11/15/2017 08:00:00 AM,8,6.9,86,0,3.3,14.7,60,271,3.7,6.1,988.4,4,2,12,11/15/2017 8:00 AM,OakStreetWeatherStation201711150800
63rd Street Weather Station,11/15/2017 09:00:00 AM,6.8,6.7,98,11.4,0.4,0.4,60,214,4.4,7.5,987.4,28,354,11.9,11/15/2017 9:00 AM,63rdStreetWeatherStation201711150900
Foster Weather Station,11/15/2017 09:00:00 AM,6.78,,85,,0,,,204,6.3,6.6,986.1,0,,15.1,11/15/2017 9:00 AM,FosterWeatherStation201711150900
Oak Street Weather Station,11/15/2017 09:00:00 AM,7.8,6.8,87,3,0.8,15.5,60,266,1.8,5.8,987.5,6,2,12,11/15/2017 9:00 AM,OakStreetWeatherStation201711150900
63rd Street Weather Station,11/15/2017 10:00:00 AM,7.3,7,96,0,9.2,9.2,0,228,4.7,8.3,987.1,30,354,11.9,11/15/2017 10:00 AM,63rdStreetWeatherStation201711151000
Foster Weather Station,11/15/2017 10:00:00 AM,7.17,,84,,0,,,212,4.3,4.8,986.1,0,,15.1,11/15/2017 10:00 AM,FosterWeatherStation201711151000
Oak Street Weather Station,11/15/2017 10:00:00 AM,8.3,7.4,88,0,2.4,2.4,0,283,2.5,5.3,987.1,16,2,12,11/15/2017 10:00 AM,OakStreetWeatherStation201711151000
63rd Street Weather Station,11/15/2017 11:00:00 AM,7.8,7.6,96,0,0,9.2,0,244,5.7,7.7,986.3,64,354,11.9,11/15/2017 11:00 AM,63rdStreetWeatherStation201711151100
Foster Weather Station,11/15/2017 11:00:00 AM,7.67,,86,,0,,,254,4.3,4.8,985.1,0,,15.1,11/15/2017 11:00 AM,FosterWeatherStation201711151100
Oak Street Weather Station,11/15/2017 11:00:00 AM,8.5,7.7,90,0,0,2.4,0,279,2.1,4.9,986.5,42,3,12.1,11/15/2017 11:00 AM,OakStreetWeatherStation201711151100
63rd Street Weather Station,11/15/2017 12:00:00 PM,8.6,8.3,96,0,0,9.3,0,256,5.7,9.3,985.2,55,354,11.9,11/15/2017 12:00 PM,63rdStreetWeatherStation201711151200
Foster Weather Station,11/15/2017 12:00:00 PM,8.28,,86,,0,,,0,4.3,0,984.4,0,,15.1,11/15/2017 12:00 PM,FosterWeatherStation201711151200
Oak Street Weather Station,11/15/2017 12:00:00 PM,9.3,8.4,89,0,0,2.4,0,268,3.1,8.3,985.6,34,3,12,11/15/2017 12:00 PM,OakStreetWeatherStation201711151200
63rd Street Weather Station,11/15/2017 01:00:00 PM,8.9,8.6,97,0,0,9.3,0,269,4.5,6.6,985.2,36,354,11.9,11/15/2017 1:00 PM,63rdStreetWeatherStation201711151300
Foster Weather Station,11/15/2017 01:00:00 PM,8.67,,86,,0,,,301,2.8,3.3,984.1,0,,15.1,11/15/2017 1:00 PM,FosterWeatherStation201711151300
Oak Street Weather Station,11/15/2017 01:00:00 PM,9.5,8.7,90,0,0,2.4,0,267,1.7,4.7,985.4,40,3,12.1,11/15/2017 1:00 PM,OakStreetWeatherStation201711151300
63rd Street Weather Station,11/15/2017 02:00:00 PM,9.6,9.2,94,0,0,9.3,0,274,5.8,10.2,985.5,63,354,11.9,11/15/2017 2:00 PM,63rdStreetWeatherStation201711151400
Foster Weather Station,11/15/2017 02:00:00 PM,9.89,,79,,0,,,253,3,3.3,984.8,0,,15.1,11/15/2017 2:00 PM,FosterWeatherStation201711151400
Oak Street Weather Station,11/15/2017 02:00:00 PM,10.5,9.2,85,0,0,2.4,0,280,2.1,6.2,985.8,51,3,12.1,11/15/2017 2:00 PM,OakStreetWeatherStation201711151400
63rd Street Weather Station,11/15/2017 03:00:00 PM,11,9.6,84,0,0,9.3,0,282,3.3,5.1,986.1,93,354,11.9,11/15/2017 3:00 PM,63rdStreetWeatherStation201711151500
Foster Weather Station,11/15/2017 03:00:00 PM,10.56,,73,,0,,,285,3,3.5,985.1,0,,15.1,11/15/2017 3:00 PM,FosterWeatherStation201711151500
Oak Street Weather Station,11/15/2017 03:00:00 PM,11.2,9.2,77,0,0,2.4,0,267,1.3,4.2,986.3,33,3,12.1,11/15/2017 3:00 PM,OakStreetWeatherStation201711151500
63rd Street Weather Station,11/15/2017 04:00:00 PM,11.2,8.9,75,0,0,9.3,0,278,5.9,8.8,986.9,59,354,11.9,11/15/2017 4:00 PM,63rdStreetWeatherStation201711151600
Foster Weather Station,11/15/2017 04:00:00 PM,10.39,,65,,0,,,289,5.5,5.9,986.1,0,,15.1,11/15/2017 4:00 PM,FosterWeatherStation201711151600
Oak Street Weather Station,11/15/2017 04:00:00 PM,11.3,8.5,70,0,0,2.4,0,25,0.9,2.7,987.2,13,3,12,11/15/2017 4:00 PM,OakStreetWeatherStation201711151600
63rd Street Weather Station,11/15/2017 05:00:00 PM,10.4,8.3,76,0,0,9.3,0,278,3.8,4.9,987.6,3,355,11.9,11/15/2017 5:00 PM,63rdStreetWeatherStation201711151700
Foster Weather Station,11/15/2017 05:00:00 PM,10,,66,,0,,,234,2.2,2.9,986.8,0,,15.1,11/15/2017 5:00 PM,FosterWeatherStation201711151700
Oak Street Weather Station,11/15/2017 05:00:00 PM,10.7,8.1,71,0,0,2.4,0,327,1.2,3.9,987.8,0,3,11.8,11/15/2017 5:00 PM,OakStreetWeatherStation201711151700
63rd Street Weather Station,11/15/2017 06:00:00 PM,9.7,7.1,70,0,0,9.3,0,278,3.9,6.7,988.1,3,353,11.9,11/15/2017 6:00 PM,63rdStreetWeatherStation201711151800
Foster Weather Station,11/15/2017 06:00:00 PM,9,,64,,0,,,280,2.6,2.9,987.5,0,,15.1,11/15/2017 6:00 PM,FosterWeatherStation201711151800
Oak Street Weather Station,11/15/2017 06:00:00 PM,9.9,7.1,68,0,0,2.4,0,297,1.2,3.7,988.5,0,3,12,11/15/2017 6:00 PM,OakStreetWeatherStation201711151800
63rd Street Weather Station,11/15/2017 07:00:00 PM,9,6.3,68,0,0,9.3,0,278,6.1,10,988.8,3,354,11.9,11/15/2017 7:00 PM,63rdStreetWeatherStation201711151900
Foster Weather Station,11/15/2017 07:00:00 PM,8.28,,61,,0,,,253,6.3,8.2,987.8,0,,15.1,11/15/2017 7:00 PM,FosterWeatherStation201711151900
Oak Street Weather Station,11/15/2017 07:00:00 PM,9.2,6,62,0,0,2.4,0,300,1.4,3.9,989.1,0,3,12.1,11/15/2017 7:00 PM,OakStreetWeatherStation201711151900
63rd Street Weather Station,11/15/2017 08:00:00 PM,5.7,3.9,76,0,0,9.3,0,294,4.4,10.8,989.8,3,354,11.8,11/15/2017 8:00 PM,63rdStreetWeatherStation201711152000
Foster Weather Station,11/15/2017 08:00:00 PM,4.06,,67,,0,,,263,8,8.3,989.2,0,,15.2,11/15/2017 8:00 PM,FosterWeatherStation201711152000
Oak Street Weather Station,11/15/2017 08:00:00 PM,5.2,3.1,71,0,0,2.4,0,326,1.6,4.9,990.3,0,2,12.1,11/15/2017 8:00 PM,OakStreetWeatherStation201711152000
63rd Street Weather Station,11/15/2017 09:00:00 PM,2.7,1.1,76,0,0,9.3,0,288,4.4,10.6,991.4,4,353,11.8,11/15/2017 9:00 PM,63rdStreetWeatherStation201711152100
Foster Weather Station,11/15/2017 09:00:00 PM,2.56,,68,,0,,,316,2.9,3.4,990.5,0,,15.1,11/15/2017 9:00 PM,FosterWeatherStation201711152100
Oak Street Weather Station,11/15/2017 09:00:00 PM,3.5,1.6,72,0,0,2.4,0,347,1.3,4.8,991.6,0,2,12,11/15/2017 9:00 PM,OakStreetWeatherStation201711152100
63rd Street Weather Station,11/15/2017 10:00:00 PM,1.9,0.4,76,0,0,9.3,0,290,5.2,9.6,992.3,4,353,11.9,11/15/2017 10:00 PM,63rdStreetWeatherStation201711152200
Foster Weather Station,11/15/2017 10:00:00 PM,1.67,,66,,0,,,284,4.2,4.7,991.5,0,,15.2,11/15/2017 10:00 PM,FosterWeatherStation201711152200
Oak Street Weather Station,11/15/2017 10:00:00 PM,3.2,1.3,72,0,0,2.4,0,336,3.2,6.7,992.5,0,2,12,11/15/2017 10:00 PM,OakStreetWeatherStation201711152200
63rd Street Weather Station,11/15/2017 11:00:00 PM,2.2,0.7,77,0,0,9.3,0,309,3.9,7.1,992.8,4,353,11.9,11/15/2017 11:00 PM,63rdStreetWeatherStation201711152300
Foster Weather Station,11/15/2017 11:00:00 PM,1.67,,63,,0,,,310,5.3,5.7,991.9,0,,15.2,11/15/2017 11:00 PM,FosterWeatherStation201711152300
Oak Street Weather Station,11/15/2017 11:00:00 PM,2.8,0.7,67,0,0,2.4,0,327,2.7,6.2,993.3,1,2,12,11/15/2017 11:00 PM,OakStreetWeatherStation201711152300
63rd Street Weather Station,11/16/2017 12:00:00 AM,2.3,0.3,69,0,0,9.3,0,308,4.4,7.2,993.5,4,353,11.9,11/16/2017 12:00 AM,63rdStreetWeatherStation201711162400
Foster Weather Station,11/16/2017 12:00:00 AM,1.89,,60,,0,,,278,1.2,2,992.9,0,,15.2,11/16/2017 12:00 AM,FosterWeatherStation201711162400
Oak Street Weather Station,11/16/2017 12:00:00 AM,2.9,0.5,65,0,0,2.4,0,262,1.8,3.9,994,1,2,12,11/16/2017 12:00 AM,OakStreetWeatherStation201711162400
63rd Street Weather Station,11/16/2017 01:00:00 AM,2.5,0.4,67,0,0,9.3,0,301,3.8,6.5,993.9,4,354,11.9,11/16/2017 1:00 AM,63rdStreetWeatherStation201711160100
